issn|area|titulo|estrato|classificacao
1876-1100|CIÊNCIA DA COMPUTAÇÃO|Lecture Notes in Electrical Engineering (Print)|C|Atualizada em 2012
1380-7870|CIÊNCIA DA COMPUTAÇÃO|Lifetime Data Analysis|B3|Atualizada em 2012
1808-3536|CIÊNCIA DA COMPUTAÇÃO|Liinc em Revista|C|Atualizada em 2012
0024-3795|CIÊNCIA DA COMPUTAÇÃO|Linear Algebra and its Applications|B2|Atualizada em 2012
1647-0818|CIÊNCIA DA COMPUTAÇÃO|Linguamática (Braga)|B5|Atualizada em 2012
1981-6804|CIÊNCIA DA COMPUTAÇÃO|Locus Científico (ANPROTEC. Online)|C|Atualizada em 2012
1981-6790|CIÊNCIA DA COMPUTAÇÃO|Locus Científico (Impresso)|C|Atualizada em 2012
1368-9894|CIÊNCIA DA COMPUTAÇÃO|Logic Journal of the IGPL (Online)|B3|Atualizada em 2012
1367-0751|CIÊNCIA DA COMPUTAÇÃO|Logic Journal of the IGPL (Print)|B3|Atualizada em 2012
1661-8297|CIÊNCIA DA COMPUTAÇÃO|Logica Universalis (Print)|B3|Atualizada em 2012
0103-7501|CIÊNCIA DA COMPUTAÇÃO|Logos (Canoas)|C|Atualizada em 2012
1573-0565|CIÊNCIA DA COMPUTAÇÃO|Machine Learning (Dordrecht. Online)|A1|Atualizada em 2012
0922-6567|CIÊNCIA DA COMPUTAÇÃO|Machine Translation|B1|Atualizada em 2012
0932-8092|CIÊNCIA DA COMPUTAÇÃO|Machine Vision and Applications|B1|Atualizada em 2012
1432-1769|CIÊNCIA DA COMPUTAÇÃO|Machine Vision and Applications (Internet)|B1|Atualizada em 2012
0276-7783|CIÊNCIA DA COMPUTAÇÃO|Management Information Systems Quarterly|A1|Atualizada em 2012
0025-1909|CIÊNCIA DA COMPUTAÇÃO|Management Science|B2|Atualizada em 2012
0205-3217|CIÊNCIA DA COMPUTAÇÃO|Mathematica Balkanica (Sofiâ)|C|Atualizada em 2012
0895-7177|CIÊNCIA DA COMPUTAÇÃO|Mathematical and Computer Modelling|A2|Atualizada em 2012
1387-3954|CIÊNCIA DA COMPUTAÇÃO|Mathematical and Computer Modelling of Dynamical Systems|B3|Atualizada em 2012
0170-4214|CIÊNCIA DA COMPUTAÇÃO|Mathematical Methods in the Applied Sciences|B1|Atualizada em 2012
1099-1476|CIÊNCIA DA COMPUTAÇÃO|Mathematical Methods in the Applied Sciences (Online)|B1|Atualizada em 2012
1432-2994|CIÊNCIA DA COMPUTAÇÃO|Mathematical Methods of Operations Research (Heidelberg)|B2|Atualizada em 2012
1024-123X|CIÊNCIA DA COMPUTAÇÃO|Mathematical Problems in Engineering (Print)|B3|Atualizada em 2012
0025-5610|CIÊNCIA DA COMPUTAÇÃO|Mathematical Programming|A1|Atualizada em 2012
1867-2949|CIÊNCIA DA COMPUTAÇÃO|Mathematical Programming Computation|B3|Atualizada em 2012
1469-8072|CIÊNCIA DA COMPUTAÇÃO|Mathematical Structures in Computer Science|B2|Atualizada em 2012
0378-4754|CIÊNCIA DA COMPUTAÇÃO|Mathematics and Computers in Simulation (Print)|B1|Atualizada em 2012
0025-5718|CIÊNCIA DA COMPUTAÇÃO|Mathematics of Computation|A2|Atualizada em 2012
1088-6842|CIÊNCIA DA COMPUTAÇÃO|Mathematics of Computation (Online)|A2|Atualizada em 2012
1526-5471|CIÊNCIA DA COMPUTAÇÃO|Mathematics of Operations Research (Online)|A2|Atualizada em 2012
1134-5632|CIÊNCIA DA COMPUTAÇÃO|Mathware & Soft Computing|B3|Atualizada em 2012
1666-6070|CIÊNCIA DA COMPUTAÇÃO|Mecánica Computacional|C|Atualizada em 2012
0957-4158|CIÊNCIA DA COMPUTAÇÃO|Mechatronics (Oxford)|A2|Atualizada em 2012
0140-0118|CIÊNCIA DA COMPUTAÇÃO|Medical & Biological Engineering & Computing|A2|Atualizada em 2012
1350-4533|CIÊNCIA DA COMPUTAÇÃO|Medical Engineering & Physics|B2|Atualizada em 2012
1361-8415|CIÊNCIA DA COMPUTAÇÃO|Medical Image Analysis (Print)|A1|Atualizada em 2012
0094-2405|CIÊNCIA DA COMPUTAÇÃO|Medical Physics (Lancaster)|B1|Atualizada em 2012
0074-0276|CIÊNCIA DA COMPUTAÇÃO|Memórias do Instituto Oswaldo Cruz (Impresso)|B2|Atualizada em 2012
0026-1270|CIÊNCIA DA COMPUTAÇÃO|Methods of Information in Medicine|B1|Atualizada em 2012
0860-8229|CIÊNCIA DA COMPUTAÇÃO|Metrologia i Systemy Pomiarowe / Metrology and Measuring Systems|B4|Atualizada em 2012
0026-2714|CIÊNCIA DA COMPUTAÇÃO|Microelectronics and Reliability|A2|Atualizada em 2012
0959-8324|CIÊNCIA DA COMPUTAÇÃO|Microelectronics Journal|B1|Atualizada em 2012
0141-9331|CIÊNCIA DA COMPUTAÇÃO|Microprocessors and Microsystems|B2|Atualizada em 2012
1572-8641|CIÊNCIA DA COMPUTAÇÃO|Minds and Machines|B3|Atualizada em 2012
1572-8153|CIÊNCIA DA COMPUTAÇÃO|Mobile Networks and Applications|A2|Atualizada em 2012
1890-1328|CIÊNCIA DA COMPUTAÇÃO|Modeling, Identification and Control (Online): a Norwegian research bulletin|C|Atualizada em 2012
0166-6851|CIÊNCIA DA COMPUTAÇÃO|Molecular and Biochemical Parasitology (Print)|B2|Atualizada em 2012
0301-4851|CIÊNCIA DA COMPUTAÇÃO|Molecular Biology Reports|B2|Atualizada em 2012
0894-0282|CIÊNCIA DA COMPUTAÇÃO|Molecular Plant-Microbe Interactions|B1|Atualizada em 2012
1517-199X|CIÊNCIA DA COMPUTAÇÃO|Movendo Idéias (UNAMA)|C|Atualizada em 2012
1086-6655|CIÊNCIA DA COMPUTAÇÃO|MPEJ (Austin, Tex.)|C|Atualizada em 2012
0923-6082|CIÊNCIA DA COMPUTAÇÃO|Multidimensional Systems and Signal Processing|B2|Atualizada em 2012
1573-0824|CIÊNCIA DA COMPUTAÇÃO|Multidimensional Systems and Signal Processing (Online)|B2|Atualizada em 2012
0942-4962|CIÊNCIA DA COMPUTAÇÃO|Multimedia Systems|A2|Atualizada em 2012
1432-1882|CIÊNCIA DA COMPUTAÇÃO|Multimedia Systems (Online)|A2|Atualizada em 2012
1380-7501|CIÊNCIA DA COMPUTAÇÃO|Multimedia Tools and Applications|B2|Atualizada em 2012
0954-898X|CIÊNCIA DA COMPUTAÇÃO|Network (Bristol. Print)|B1|Atualizada em 2012
1361-6536|CIÊNCIA DA COMPUTAÇÃO|Network (London, 1990)|B1|Atualizada em 2012
1097-0037|CIÊNCIA DA COMPUTAÇÃO|Networks (New York Online)|B1|Atualizada em 2012
0028-3045|CIÊNCIA DA COMPUTAÇÃO|Networks (New York, N.Y. Print)|B1|Atualizada em 2012
0899-7667|CIÊNCIA DA COMPUTAÇÃO|Neural Computation|A1|Atualizada em 2012
1530-888X|CIÊNCIA DA COMPUTAÇÃO|Neural Computation (Online)|A1|Atualizada em 2012
1433-3058|CIÊNCIA DA COMPUTAÇÃO|Neural Computing & Applications (Internet)|B2|Atualizada em 2012
0941-0643|CIÊNCIA DA COMPUTAÇÃO|Neural Computing & Applications (Print)|B2|Atualizada em 2012
1210-0552|CIÊNCIA DA COMPUTAÇÃO|Neural Network World (Prague)|B3|Atualizada em 2012
0893-6080|CIÊNCIA DA COMPUTAÇÃO|Neural Networks|A1|Atualizada em 2012
1370-4621|CIÊNCIA DA COMPUTAÇÃO|Neural Processing Letters|B1|Atualizada em 2012
1573-773X|CIÊNCIA DA COMPUTAÇÃO|Neural Processing Letters (Online)|B1|Atualizada em 2012
0925-2312|CIÊNCIA DA COMPUTAÇÃO|Neurocomputing (Amsterdam)|A1|Atualizada em 2012
1539-2791|CIÊNCIA DA COMPUTAÇÃO|Neuroinformatics (Totowa)|A1|Atualizada em 2012
0288-3635|CIÊNCIA DA COMPUTAÇÃO|New Generation Computing|B2|Atualizada em 2012
1367-2630|CIÊNCIA DA COMPUTAÇÃO|New Journal of Physics|B1|Atualizada em 2012
1361-4568|CIÊNCIA DA COMPUTAÇÃO|New Review of Hypermedia and Multimedia|B3|Atualizada em 2012
0362-546X|CIÊNCIA DA COMPUTAÇÃO|Nonlinear Analysis|B2|Atualizada em 2012
1092-0277|CIÊNCIA DA COMPUTAÇÃO|North American Actuarial Journal|B3|Atualizada em 2012
0029-4527|CIÊNCIA DA COMPUTAÇÃO|Notre Dame Journal of Formal Logic|A2|Atualizada em 2012
0211-2124|CIÊNCIA DA COMPUTAÇÃO|Novática|C|Atualizada em 2012
0168-583X|CIÊNCIA DA COMPUTAÇÃO|Nuclear Instruments & Methods in Physics Research. Section B, Beam Interactions with Materials and Atoms (Print)|B2|Atualizada em 2012
0305-1048|CIÊNCIA DA COMPUTAÇÃO|Nucleic Acids Research|B1|Atualizada em 2012
1362-4962|CIÊNCIA DA COMPUTAÇÃO|Nucleic Acids Research (Online)|B1|Atualizada em 2012
1017-1398|CIÊNCIA DA COMPUTAÇÃO|Numerical Algorithms|B1|Atualizada em 2012
1070-5325|CIÊNCIA DA COMPUTAÇÃO|Numerical Linear Algebra with Applications|A2|Atualizada em 2012
0104-6675|CIÊNCIA DA COMPUTAÇÃO|O Que nos Faz Pensar (PUCRJ)|C|Atualizada em 2012
0964-5691|CIÊNCIA DA COMPUTAÇÃO|Ocean & Coastal Management|B2|Atualizada em 2012
1536-2310|CIÊNCIA DA COMPUTAÇÃO|OMICS: Journal of Integrative Biology|B2|Atualizada em 2012
1468-4535|CIÊNCIA DA COMPUTAÇÃO|Online Information Review|B2|Atualizada em 2012
1793-7191|CIÊNCIA DA COMPUTAÇÃO|Open Systems and Information Dynamics|B3|Atualizada em 2012
0163-5980|CIÊNCIA DA COMPUTAÇÃO|Operating Systems Review|B1|Atualizada em 2012
0030-364X|CIÊNCIA DA COMPUTAÇÃO|Operations Research|A1|Atualizada em 2012
0167-6377|CIÊNCIA DA COMPUTAÇÃO|Operations Research Letters|B1|Atualizada em 2012
0091-3286|CIÊNCIA DA COMPUTAÇÃO|Optical Engineering (Bellingham. Print)|B2|Atualizada em 2012
1573-4277|CIÊNCIA DA COMPUTAÇÃO|Optical Switching and Networking (Print)|B1|Atualizada em 2012
1094-4087|CIÊNCIA DA COMPUTAÇÃO|Optics Express|B1|Atualizada em 2012
1029-4945|CIÊNCIA DA COMPUTAÇÃO|Optimization (Online)|B2|Atualizada em 2012
0233-1934|CIÊNCIA DA COMPUTAÇÃO|Optimization (Print)|B2|Atualizada em 2012
1862-4472|CIÊNCIA DA COMPUTAÇÃO|Optimization Letters (Print)|B1|Atualizada em 2012
1055-6788|CIÊNCIA DA COMPUTAÇÃO|Optimization Methods & Software (Print)|B1|Atualizada em 2012
1029-4937|CIÊNCIA DA COMPUTAÇÃO|Optimization Methods and Software (Online)|B1|Atualizada em 2012
1085-1038|CIÊNCIA DA COMPUTAÇÃO|OR/MS Today (Baltimore)|C|Atualizada em 2012
1981-9803|CIÊNCIA DA COMPUTAÇÃO|P&D: Revista Pesquisa e Desenvolvimento da Aneel|C|Atualizada em 2012
1349-8169|CIÊNCIA DA COMPUTAÇÃO|Pacific journal of optimization (Online)|B3|Atualizada em 2012
1348-9151|CIÊNCIA DA COMPUTAÇÃO|Pacific Journal of Optimization (Print)|B3|Atualizada em 2012
1852-4249|CIÊNCIA DA COMPUTAÇÃO|Papers in Physics|C|Atualizada em 2012
0167-8191|CIÊNCIA DA COMPUTAÇÃO|Parallel Computing|A2|Atualizada em 2012
0129-6264|CIÊNCIA DA COMPUTAÇÃO|Parallel Processing Letters|B2|Atualizada em 2012
1433-755X|CIÊNCIA DA COMPUTAÇÃO|Pattern Analysis and Applications|B1|Atualizada em 2012
1433-7541|CIÊNCIA DA COMPUTAÇÃO|Pattern Analysis and Applications (Print)|B1|Atualizada em 2012
0031-3203|CIÊNCIA DA COMPUTAÇÃO|Pattern Recognition|A1|Atualizada em 2012
1054-6618|CIÊNCIA DA COMPUTAÇÃO|Pattern Recognition and Image Analysis|B3|Atualizada em 2012
0167-8655|CIÊNCIA DA COMPUTAÇÃO|Pattern Recognition Letters|A1|Atualizada em 2012
1936-6442|CIÊNCIA DA COMPUTAÇÃO|Peer-to-Peer Networking and Applications (Print)|B4|Atualizada em 2012
0166-5316|CIÊNCIA DA COMPUTAÇÃO|Performance Evaluation|A2|Atualizada em 2012
0163-5999|CIÊNCIA DA COMPUTAÇÃO|Performance Evaluation Review|B1|Atualizada em 2012
1617-4909|CIÊNCIA DA COMPUTAÇÃO|Personal and Ubiquitous Computing (Print)|B1|Atualizada em 2012
0101-7438|CIÊNCIA DA COMPUTAÇÃO|Pesquisa Operacional (Impresso)|B3|Atualizada em 2012
0100-736X|CIÊNCIA DA COMPUTAÇÃO|Pesquisa Veterinária Brasileira (Impresso)|B3|Atualizada em 2012
0101-5397|CIÊNCIA DA COMPUTAÇÃO|Petro & Química|C|Atualizada em 2012
1364-503X|CIÊNCIA DA COMPUTAÇÃO|Philosophical Transactions - Royal Society. Mathematical, Physical and Engineering Sciences (Print)|B2|Atualizada em 2012
2210-5433|CIÊNCIA DA COMPUTAÇÃO|Philosophy & Technology|B5|Atualizada em 2012
1549-5418|CIÊNCIA DA COMPUTAÇÃO|Photomedicine and Laser Surgery|B2|Atualizada em 2012
1387-974X|CIÊNCIA DA COMPUTAÇÃO|Photonic Network Communications|B2|Atualizada em 2012
0378-4371|CIÊNCIA DA COMPUTAÇÃO|Physica. A (Print)|B2|Atualizada em 2012
0921-4526|CIÊNCIA DA COMPUTAÇÃO|Physica. B, Condensed Matter (Print)|B2|Atualizada em 2012
0167-2789|CIÊNCIA DA COMPUTAÇÃO|Physica. D, Nonlinear Phenomena (Print)|B2|Atualizada em 2012
1050-2947|CIÊNCIA DA COMPUTAÇÃO|Physical Review. A|B2|Atualizada em 2012
1539-3755|CIÊNCIA DA COMPUTAÇÃO|Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print)|B1|Atualizada em 2012
0375-9601|CIÊNCIA DA COMPUTAÇÃO|Physics Letters. A (Print)|B1|Atualizada em 2012
1571-0645|CIÊNCIA DA COMPUTAÇÃO|Physics of Life Reviews (Print)|B1|Atualizada em 2012
1070-664X|CIÊNCIA DA COMPUTAÇÃO|Physics of Plasmas|B2|Atualizada em 2012
0967-3334|CIÊNCIA DA COMPUTAÇÃO|Physiological Measurement (Print)|B2|Atualizada em 2012
0031-949X|CIÊNCIA DA COMPUTAÇÃO|Phytopathology|B2|Atualizada em 2012
0721-7714|CIÊNCIA DA COMPUTAÇÃO|Plant Cell Reports (Print)|B1|Atualizada em 2012
1009-0630|CIÊNCIA DA COMPUTAÇÃO|Plasma Science & Technology|B4|Atualizada em 2012
1932-6203|CIÊNCIA DA COMPUTAÇÃO|Plos One|A1|Atualizada em 2012
1981-6766|CIÊNCIA DA COMPUTAÇÃO|PontodeAcesso (UFBA)|C|Atualizada em 2012
0304-4289|CIÊNCIA DA COMPUTAÇÃO|Pramana (Bangalore)|B2|Atualizada em 2012
2176-4859|CIÊNCIA DA COMPUTAÇÃO|Prefácio Online|C|Atualizada em 2012
1531-3263|CIÊNCIA DA COMPUTAÇÃO|Presence|B2|Atualizada em 2012
1054-7460|CIÊNCIA DA COMPUTAÇÃO|Presence (Cambridge, Mass.)|B2|Atualizada em 2012
1877-0509|CIÊNCIA DA COMPUTAÇÃO|Procedia Computer Science|C|Atualizada em 2012
0002-9939|CIÊNCIA DA COMPUTAÇÃO|Proceedings of the American Mathematical Society|B2|Atualizada em 2012
0018-9219|CIÊNCIA DA COMPUTAÇÃO|Proceedings of the IEEE|A1|Atualizada em 2012
0959-6518|CIÊNCIA DA COMPUTAÇÃO|Proceedings of the Institution of Mechanical Engineers. Part I, Journal of Systems and Control Engineering|B2|Atualizada em 2012
0024-6115|CIÊNCIA DA COMPUTAÇÃO|Proceedings of the London Mathematical Society (Print)|B2|Atualizada em 2012
0027-8424|CIÊNCIA DA COMPUTAÇÃO|Proceedings of the National Academy of Sciences of the United States of America|A1|Atualizada em 2012
2150-8097|CIÊNCIA DA COMPUTAÇÃO|Proceedings of the VLDB Endowment|A1|Atualizada em 2012
0103-6513|CIÊNCIA DA COMPUTAÇÃO|Produção (São Paulo. Impresso)|C|Atualizada em 2012
0033-0337|CIÊNCIA DA COMPUTAÇÃO|Program (London. 1966)|B3|Atualizada em 2012
1608-3261|CIÊNCIA DA COMPUTAÇÃO|Programming and Computer Software (Online)|B3|Atualizada em 2012
0149-1970|CIÊNCIA DA COMPUTAÇÃO|Progress in Nuclear Energy (New Series)|B2|Atualizada em 2012
0375-9687|CIÊNCIA DA COMPUTAÇÃO|Progress of Theoretical Physics. Supplement|B2|Atualizada em 2012
1807-5061|CIÊNCIA DA COMPUTAÇÃO|ProQuality (UFLA)|C|Atualizada em 2012
1477-5956|CIÊNCIA DA COMPUTAÇÃO|Proteome Science|B3|Atualizada em 2012
1413-8557|CIÊNCIA DA COMPUTAÇÃO|Psicologia Escolar e Educacional (Impresso)|C|Atualizada em 2012
1870-350X|CIÊNCIA DA COMPUTAÇÃO|Psicologia para América Latina (Online)|C|Atualizada em 2012
1611-020X|CIÊNCIA DA COMPUTAÇÃO|QSAR & Combinatorial Science (Print)|A2|Atualizada em 2012
1469-7688|CIÊNCIA DA COMPUTAÇÃO|Quantitative Finance (Print)|B3|Atualizada em 2012
1533-7146|CIÊNCIA DA COMPUTAÇÃO|Quantum Information & Computation|A1|Atualizada em 2012
0033-569X|CIÊNCIA DA COMPUTAÇÃO|Quarterly of Applied Mathematics|B2|Atualizada em 2012
1572-9443|CIÊNCIA DA COMPUTAÇÃO|Queueing Systems (Online)|B1|Atualizada em 2012
0100-4042|CIÊNCIA DA COMPUTAÇÃO|Química Nova (Impresso)|B2|Atualizada em 2012
0104-8899|CIÊNCIA DA COMPUTAÇÃO|Química Nova na Escola (Impresso)|C|Atualizada em 2012
2178-7638|CIÊNCIA DA COMPUTAÇÃO|RACEF - Revista de Administração, Contabilidade e Economia da FUNDACE|C|Atualizada em 2012
1676-5648|CIÊNCIA DA COMPUTAÇÃO|RAE Eletrônica (Online)|B5|Atualizada em 2012
0399-0559|CIÊNCIA DA COMPUTAÇÃO|RAIRO. Recherche Opérationnelle|B3|Atualizada em 2012
1518-6776|CIÊNCIA DA COMPUTAÇÃO|RAM. Revista de Administração Mackenzie (Impresso)|C|Atualizada em 2012
1042-9832|CIÊNCIA DA COMPUTAÇÃO|Random Structures & Algorithms (Print)|B1|Atualizada em 2012
1677-4043|CIÊNCIA DA COMPUTAÇÃO|Razão e Fé|C|Atualizada em 2012
0100-3984|CIÊNCIA DA COMPUTAÇÃO|RB. Radiologia Brasileira (Impresso)|C|Atualizada em 2012
1808-7647|CIÊNCIA DA COMPUTAÇÃO|RCA. Revista de Controle e Administração|C|Atualizada em 2012
1096-116X|CIÊNCIA DA COMPUTAÇÃO|Real-Time Imaging (Online)|A2|Atualizada em 2012
1077-2014|CIÊNCIA DA COMPUTAÇÃO|Real-Time Imaging (Print)|A2|Atualizada em 2012
1573-1383|CIÊNCIA DA COMPUTAÇÃO|Real-Time Systems (Online)|B1|Atualizada em 2012
2176-7998|CIÊNCIA DA COMPUTAÇÃO|ReCeT: Revista de Computação e Tecnologia da PUC-SP|C|Atualizada em 2012
1981-6286|CIÊNCIA DA COMPUTAÇÃO|RECIIS. Electronic Journal of Communication Information and Innovation in Health (English edition. Online)|C|Atualizada em 2012
1981-6278|CIÊNCIA DA COMPUTAÇÃO|RECIIS. Revista Eletrônica de Comunicação, Informação & Inovação em Saúde (Edição em Português. Online)|C|Atualizada em 2012
1537-6443|CIÊNCIA DA COMPUTAÇÃO|Refractories Applications and News|C|Atualizada em 2012
1984-7866|CIÊNCIA DA COMPUTAÇÃO|Regrad. Revista Eletrônica de Graduação do Univem|C|Atualizada em 2012
0951-8320|CIÊNCIA DA COMPUTAÇÃO|Reliability Engineering & Systems Safety|B2|Atualizada em 2012
2172-038X|CIÊNCIA DA COMPUTAÇÃO|Renewable Energy and Power Quality Journal|C|Atualizada em 2012
1679-1916|CIÊNCIA DA COMPUTAÇÃO|RENOTE. Revista Novas Tecnologias na Educação|B5|Atualizada em 2012
1432-010X|CIÊNCIA DA COMPUTAÇÃO|Requirements Engineering|B1|Atualizada em 2012
0947-3602|CIÊNCIA DA COMPUTAÇÃO|Requirements Engineering (London. Print)|B1|Atualizada em 2012
1677-3071|CIÊNCIA DA COMPUTAÇÃO|RESI : Revista Eletrônica de Sistemas de Informação|B4|Atualizada em 2012
0101-0964|CIÊNCIA DA COMPUTAÇÃO|Revista ANPEC|C|Atualizada em 2012
0100-0691|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Biblioteconomia e Documentação (Impresso)|C|Atualizada em 2012
1983-0823|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Biometria|B5|Atualizada em 2012
1415-5400|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Ciências Criminais|C|Atualizada em 2012
2176-6649|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Computação Aplicada|B5|Atualizada em 2012
1413-6538|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Educação Especial|C|Atualizada em 2012
0034-7167|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Enfermagem (Impresso)|C|Atualizada em 2012
1517-3151|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Engenharia Biomédica (Impresso)|B4|Atualizada em 2012
0034-7175|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Estatística|B5|Atualizada em 2012
0102-3098|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Estudos de População (Impresso)|C|Atualizada em 2012
1679-0731|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Finanças (Impresso)|B5|Atualizada em 2012
2176-3275|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de História da Ciência|C|Atualizada em 2012
1414-5685|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Informática na Educação|B3|Atualizada em 2012
0102-7786|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Meteorologia (Impresso)|C|Atualizada em 2012
0034-7299|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Otorrinolaringologia (Impresso)|B2|Atualizada em 2012
1806-9312|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Otorrinolaringologia (Online)|B2|Atualizada em 2012
1516-4446|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Psiquiatria (São Paulo. 1999. Impresso)|B2|Atualizada em 2012
2175-0858|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Qualidade de Vida|C|Atualizada em 2012
1983-4217|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Redes de Computadores e Sistemas Distribuídos|B4|Atualizada em 2012
1806-9290|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Zootecnia (Online)|C|Atualizada em 2012
1516-3598|CIÊNCIA DA COMPUTAÇÃO|Revista Brasileira de Zootecnia / Brazilian Journal of Animal Science|C|Atualizada em 2012
1516-4071|CIÊNCIA DA COMPUTAÇÃO|Revista Científica do Centro Universitário de Barra Mansa|C|Atualizada em 2012
1983-3997|CIÊNCIA DA COMPUTAÇÃO|Revista Científica Tecnologus|C|Atualizada em 2012
1657-2831|CIÊNCIA DA COMPUTAÇÃO|Revista Colombiana de Computacion|C|Atualizada em 2012
1518-2630|CIÊNCIA DA COMPUTAÇÃO|Revista da ABEM|C|Atualizada em 2012
1678-1805|CIÊNCIA DA COMPUTAÇÃO|Revista da ABRALIN|C|Atualizada em 2012
0080-6234|CIÊNCIA DA COMPUTAÇÃO|Revista da Escola de Enfermagem da USP (Impresso)|C|Atualizada em 2012
1678-9172|CIÊNCIA DA COMPUTAÇÃO|Revista da FA7|C|Atualizada em 2012
1982-2537|CIÊNCIA DA COMPUTAÇÃO|Revista da Micro e Pequena Empresa (FACCAMP)|C|Atualizada em 2012
0102-986X|CIÊNCIA DA COMPUTAÇÃO|Revista da Sociedade Brasileira de Telecomunicações|B4|Atualizada em 2012
0034-7612|CIÊNCIA DA COMPUTAÇÃO|Revista de Administração Pública (Impresso)|C|Atualizada em 2012
1678-8435|CIÊNCIA DA COMPUTAÇÃO|Revista de Engenharia de Computação e Sistemas Digitais (Impresso)|B5|Atualizada em 2012
1809-2640|CIÊNCIA DA COMPUTAÇÃO|Revista de Gestão da Tecnologia e Sistemas de Informação (Impresso)|C|Atualizada em 2012
1807-1775|CIÊNCIA DA COMPUTAÇÃO|Revista de Gestão da Tecnologia e Sistemas de Informação (Online)|C|Atualizada em 2012
1809-5585|CIÊNCIA DA COMPUTAÇÃO|Revista de Informática Aplicada|C|Atualizada em 2012
0103-4308|CIÊNCIA DA COMPUTAÇÃO|Revista de Informática Teórica e Aplicada (Impresso)|B4|Atualizada em 2012
2175-2745|CIÊNCIA DA COMPUTAÇÃO|Revista de Informática Teórica e Aplicada: RITA|B4|Atualizada em 2012
1516-7798|CIÊNCIA DA COMPUTAÇÃO|Revista de Iniciação Científica (USP )|C|Atualizada em 2012
1413-4438|CIÊNCIA DA COMPUTAÇÃO|Revista de Psicanálise da Sociedade Psicanalítica de Porto Alegre|C|Atualizada em 2012
0034-8910|CIÊNCIA DA COMPUTAÇÃO|Revista de Saúde Pública (Impresso)|C|Atualizada em 2012
1983-5604|CIÊNCIA DA COMPUTAÇÃO|Revista de Sistemas de Informação da FSMA|B5|Atualizada em 2012
1806-910X|CIÊNCIA DA COMPUTAÇÃO|Revista Direito Empresarial (Curitiba)|C|Atualizada em 2012
0104-8368|CIÊNCIA DA COMPUTAÇÃO|Revista do Arquivo Publico Mineiro|C|Atualizada em 2012
1415-2061|CIÊNCIA DA COMPUTAÇÃO|Revista do CCEI|B5|Atualizada em 2012
2178-0277|CIÊNCIA DA COMPUTAÇÃO|Revista do Programa Brasileiro da Qualidade e Produtividade em Software|B5|Atualizada em 2012
1983-2664|CIÊNCIA DA COMPUTAÇÃO|Revista Educaonline|C|Atualizada em 2012
1519-8219|CIÊNCIA DA COMPUTAÇÃO|Revista Eletrônica de Iniciação Científica|B5|Atualizada em 2012
1807-8281|CIÊNCIA DA COMPUTAÇÃO|Revista Eletrônica Informação e Cognição|C|Atualizada em 2012
1808-0448|CIÊNCIA DA COMPUTAÇÃO|Revista Gestão Industrial|C|Atualizada em 2012
1548-0992|CIÊNCIA DA COMPUTAÇÃO|Revista IEEE América Latina|B5|Atualizada em 2012
1984-6193|CIÊNCIA DA COMPUTAÇÃO|Revista Ingepro : Inovação, Gestão e Produção|C|Atualizada em 2012
0104-1169|CIÊNCIA DA COMPUTAÇÃO|Revista Latino-Americana de Enfermagem (USP. Ribeirão Preto. Impresso)|C|Atualizada em 2012
1518-8043|CIÊNCIA DA COMPUTAÇÃO|Revista Liberato (Novo Hamburgo)|C|Atualizada em 2012
1984-9508|CIÊNCIA DA COMPUTAÇÃO|Revista Multidisciplinar FAP Episteme (Impresso)|C|Atualizada em 2012
0102-9460|CIÊNCIA DA COMPUTAÇÃO|Revista Odonto Ciência (PUCRS. Impresso)|C|Atualizada em 2012
1676-1901|CIÊNCIA DA COMPUTAÇÃO|Revista Produção Online|C|Atualizada em 2012
1870-4115|CIÊNCIA DA COMPUTAÇÃO|Revista Pueblos y Frontera Digital|C|Atualizada em 2012
1809-3957|CIÊNCIA DA COMPUTAÇÃO|Revista SODEBRAS|C|Atualizada em 2012
0101-8191|CIÊNCIA DA COMPUTAÇÃO|Revista Tecnologia (UNIFOR)|C|Atualizada em 2012
1517-8048|CIÊNCIA DA COMPUTAÇÃO|Revista Tecnológica (UEM)|C|Atualizada em 2012
