ISSN|area|titulo|estrato|ano
0872-3915|HISTÓRIA|Quadrante (Lisboa)|B2|2008
1344-5987|HISTÓRIA|Quadrante (Tokyo)|B2|2008
1807-8389|HISTÓRIA|Quaestio Iuris (Impresso)|B4|2008
1982-0992|HISTÓRIA|Rádio em Revista (UFMG)|B5|2008
1982-629X|HISTÓRIA|Raído (UFGD)|B5|2008
1677-6623|HISTÓRIA|Raízes (Fortaleza)|B5|2008
1806-8952|HISTÓRIA|Raízes da Amazônia|B5|2008
1605-4806|HISTÓRIA|Razón y Palabra|B3|2008
1515-1913|HISTÓRIA|Razón y Revolución|B3|2008
1679-7930|HISTÓRIA|RBCEH. Revista Brasileira de Ciências do Envelhecimento Humano|B4|2008
0101-8434|HISTÓRIA|REB. Revista Eclesiastica Brasileira|B3|2008
1982-8985|HISTÓRIA|Recorde: Revista de História do Esporte|B3|2008
1809-9831|HISTÓRIA|REEL. Revista Eletrônica de Estudos Literários|B5|2008
0103-8842|HISTÓRIA|Reflexão e Ação (UNISC. Impr.)|B5|2008
1678-9784|HISTÓRIA|Registro (Indaiatuba)|C|2008
1645-9199|HISTÓRIA|Relações Internacionais (Lisboa)|A2|2008
1518-9368|HISTÓRIA|Relações Internacionais no Mundo Atual|B5|2008
1676-6881|HISTÓRIA|Religião e Cultura (PUCSP)|B3|2008
0103-183X|HISTÓRIA|Remate de Males|B1|2008
1851-748X|HISTÓRIA|Reseñas.net (En línea)|B5|2008
0103-5444|HISTÓRIA|Resgate (UNICAMP)|B3|2008
1677-1222|HISTÓRIA|Rever (PUCSP)|B3|2008
1541-1443|HISTÓRIA|ReVista (Cambridge, Mass.)|B3|2008
1809-9793|HISTÓRIA|Revista 18|B5|2008
1980-3087|HISTÓRIA|Revista Acadêmica - Faculdade de Direito do Recife|B5|2008
1980-6965|HISTÓRIA|Revista Acadêmica Observatório de Inovação do Turismo|B5|2008
1983-2354|HISTÓRIA|Revista África e Africanidades|B5|2008
1807-698X|HISTÓRIA|Revista Ágora (Rio de Janeiro)|B4|2008
1980-0096|HISTÓRIA|Revista Ágora (Vitória)|B5|2008
1981-0253|HISTÓRIA|Revista Alamedas (Unioeste. Toledo)|B5|2008
1518-6792|HISTÓRIA|Revista Alpha|B5|2008
1676-6342|HISTÓRIA|Revista Amazonense de História|B3|2008
0871-4061|HISTÓRIA|Revista Aquae Flaviae|B4|2008
1415-482X|HISTÓRIA|Revista Arandu (Dourados)|B5|2008
1807-8214|HISTÓRIA|Revista Ártemis|B5|2008
1646-1002|HISTÓRIA|Revista Atlântica de Cultura Ibero-Americana|B2|2008
1415-398X|HISTÓRIA|Revista Augustus (Rio de Janeiro. Impresso)|B5|2008
1981-1225|HISTÓRIA|Revista Aulas (UNICAMP)|B5|2008
1677-3500|HISTÓRIA|Revista Autor (São Paulo)|B5|2008
0103-7072|HISTÓRIA|Revista Brasileira (Rio de Janeiro. 1941)|B2|2008
0034-7116|HISTÓRIA|Revista Brasileira de Cancerologia|B3|2008
1415-5400|HISTÓRIA|Revista Brasileira de Ciências Criminais|B4|2008
0101-3289|HISTÓRIA|Revista Brasileira de Ciências do Esporte|B3|2008
0102-6909|HISTÓRIA|Revista Brasileira de Ciências Sociais (Impresso)|B1|2008
1678-9547|HISTÓRIA|Revista Brasileira de Direito Constitucional (Impresso)|B4|2008
1808-5628|HISTÓRIA|Revista Brasileira de Direito Municipal|B4|2008
0034-7140|HISTÓRIA|Revista Brasileira de Economia (Impresso)|B2|2008
1413-2478|HISTÓRIA|Revista Brasileira de Educação (Impresso)|B2|2008
1807-5509|HISTÓRIA|Revista Brasileira de Educação Física e Esporte (Impresso)|B2|2008
0102-3098|HISTÓRIA|Revista Brasileira de Estudos de População (Impresso)|A2|2008
1517-4115|HISTÓRIA|Revista Brasileira de Estudos Urbanos e Regionais (ANPUR)|B2|2008
1809-239X|HISTÓRIA|Revista Brasileira de Gestão e Desenvolvimento Regional|B3|2008
0102-0188|HISTÓRIA|Revista Brasileira de História (Impresso)|A1|2008
2176-3275|HISTÓRIA|Revista Brasileira de História da Ciência|B1|2008
1519-5902|HISTÓRIA|Revista Brasileira de História da Educação|B2|2008
1519-955X|HISTÓRIA|Revista Brasileira de História da Matemática|B3|2008
1983-2850|HISTÓRIA|Revista Brasileira de História das Religiões|B2|2008
0034-7329|HISTÓRIA|Revista Brasileira de Política Internacional (Impresso)|B1|2008
1518-6784|HISTÓRIA|Revista Brasileira do Caribe (Impresso)|B1|2008
1518-4021|HISTÓRIA|Revista CADE-FMJ|B5|2008
1516-2664|HISTÓRIA|Revista CESUMAR|B5|2008
0717-876X|HISTÓRIA|Revista Chilena de Antropología Visual|B4|2008
1984-266X|HISTÓRIA|Revista Chrônidas|B3|2008
0104-804X|HISTÓRIA|Revista Cientifica (UFMS)|B5|2008
1807-6912|HISTÓRIA|Revista Científica da FAMINAS|B5|2008
1679-4915|HISTÓRIA|Revista Científica/FAP (Curitiba. Impresso)|B5|2008
0254-1106|HISTÓRIA|Revista Crítica de Ciências Sociais|B4|2008
1980-6698|HISTÓRIA|Revista Culturas Jurídicas (Edição em português)|B4|2008
1980-7554|HISTÓRIA|Revista D (Uniritter)|C|2008
1676-1545|HISTÓRIA|Revista da Academia Brasileira de Filologia|B5|2008
1677-7247|HISTÓRIA|Revista da Academia Brasileira de Letras|B3|2008
1678-0272|HISTÓRIA|Revista da Academia Paranaense de Letras Jurídicas|B5|2008
1679-1363|HISTÓRIA|Revista da Ajuris|B5|2008
1414-7564|HISTÓRIA|Revista da ANPOLL (Impresso)|B2|2008
0104-3803|HISTÓRIA|Revista da APG (PUCSP)|B5|2008
1414-7513|HISTÓRIA|Revista da Cátedra Jaime Cortesão (USP)|B2|2008
0104-3315|HISTÓRIA|Revista da Faculdade de Direito (UFPR)|B4|2008
0871-164X|HISTÓRIA|Revista da Faculdade de Letras. Série de História|A2|2008
1414-3887|HISTÓRIA|Revista da Fundação Pedro Calmon|B5|2008
0101-1480|HISTÓRIA|Revista da Procuradoria Geral do Estado do Rio Grande do Sul|C|2008
0103-7544|HISTÓRIA|Revista da SBPH (Curitiba)|B3|2008
1678-3085|HISTÓRIA|Revista da Seção Judiciária do Rio de Janeiro|C|2008
1415-1979|HISTÓRIA|Revista da Sociedade Brasileira de Economia Política|B3|2008
1980-3516|HISTÓRIA|Revista da Sociedade Wilhelm Reich/RS|B5|2008
1809-0060|HISTÓRIA|Revista das Produções Científicas Fênix|B5|2008
0212-0062|HISTÓRIA|Revista de Arqueología|B1|2008
0102-0420|HISTÓRIA|Revista de Arqueologia (Sociedade de Arqueologia Brasileira. Impresso)|B2|2008
1518-7039|HISTÓRIA|Revista de Ciências da Educação|B5|2008
0871-2352|HISTÓRIA|Revista de Ciências Históricas (Cessou em 2003)|C|2008
1518-4684|HISTÓRIA|Revista de Ciências Humanas (Frederico Westphalen. Impresso)|B5|2008
0104-0111|HISTÓRIA|Revista de Ciencias Humanas (UFPR)|B4|2008
0101-9589|HISTÓRIA|Revista de Ciências Humanas (UFSC)|B4|2008
1414-5251|HISTÓRIA|Revista de Cultura da Bahia|B4|2008
0103-0086|HISTÓRIA|Revista de Cultura do Para|C|2008
0104-0529|HISTÓRIA|Revista de Cultura Teológica|B4|2008
1809-5712|HISTÓRIA|Revista de Direito (CESUSC. 2006)|B5|2008
1518-272X|HISTÓRIA|Revista de Direito Constitucional e Internacional|B4|2008
1809-3280|HISTÓRIA|Revista de Direito e Liberdade|B5|2008
1413-4683|HISTÓRIA|Revista de Divulgação Científica|C|2008
1678-5002|HISTÓRIA|Revista de Economia Mackenzie (Impresso)|B5|2008
0101-3157|HISTÓRIA|Revista de Economia Política (Impresso)|B2|2008
1807-2674|HISTÓRIA|Revista de Economia Política e História Econômica|B3|2008
1678-5622|HISTÓRIA|Revista de Educação Popular (Impresso)|B5|2008
0104-5962|HISTÓRIA|Revista de Educação Publica (UFMT)|B4|2008
0717-5256|HISTÓRIA|Revista de Estudios Trasandinos|B2|2008
1980-7325|HISTÓRIA|Revista de Estudos Amazônicos|B3|2008
1676-8698|HISTÓRIA|Revista de Estudos Criminais|B4|2008
1983-3261|HISTÓRIA|Revista de Estudos do Norte Goiano|B5|2008
1517-7904|HISTÓRIA|Revista de Estudos Judaicos (Belo Horizonte)|B4|2008
0102-6437|HISTÓRIA|Revista de Estudos Universitárias (Sorocaba)|B5|2008
1519-4817|HISTÓRIA|Revista de Geografia (UFMS)|B5|2008
0716-9108|HISTÓRIA|Revista de Historia (Concepción. Impresa)|B3|2008
1808-4001|HISTÓRIA|Revista de História (Rio de Janeiro)|C|2008
1517-2120|HISTÓRIA|Revista de História (UFES)|B2|2008
0034-8309|HISTÓRIA|Revista de Historia (USP)|A2|2008
1981-383X|HISTÓRIA|Revista de História Comparada (UFRJ)|B2|2008
1646-1762|HISTÓRIA|Revista de História da Arte|B4|2008
1413-0874|HISTÓRIA|Revista de História da Arte e Arqueologia|B3|2008
1808-9801|HISTÓRIA|Revista de História da UPIS|B5|2008
0870-0958|HISTÓRIA|Revista de História das Ideias|A2|2008
1414-0055|HISTÓRIA|Revista de História Regional|B1|2008
1130-5029|HISTÓRIA|Revista de Humanidades|B2|2008
1414-042X|HISTÓRIA|Revista de Humanidades (UNIFOR)|B5|2008
0034-8341|HISTÓRIA|Revista de Indias|A1|2008
0034-835X|HISTÓRIA|Revista de Informação Legislativa|B5|2008
1676-3394|HISTÓRIA|Revista de Interpretação Bíblica Latino-Americana|B5|2008
1514-9765|HISTÓRIA|Revista de la Fundación Juan José Carraro|B4|2008
1981-7886|HISTÓRIA|Revista de Letras (UNESP. Online)|B4|2008
0104-8740|HISTÓRIA|Revista de Politicas Publicas (UFMA)|B4|2008
0034-8910|HISTÓRIA|Revista de Saúde Pública (Impresso)|B1|2008
0104-4478|HISTÓRIA|Revista de Sociologia e Política (UFPR. Impresso)|B2|2008
1667-2011|HISTÓRIA|Revista Debate (Buenos Aires)|B5|2008
0325-2868|HISTÓRIA|Revista del Archivo General de la Nación|B2|2008
1641-4713|HISTÓRIA|Revista del CESLA|B3|2008
1982-8608|HISTÓRIA|Revista Desenvolvimento Social|B5|2008
1677-8898|HISTÓRIA|Revista Diálogos|B4|2008
1983-6031|HISTÓRIA|Revista do Arquivo Geral da Cidade do Rio de Janeiro|B3|2008
1982-4769|HISTÓRIA|Revista do Arquivo Histórico de Joinville|B5|2008
0104-8368|HISTÓRIA|Revista do Arquivo Publico Mineiro|B1|2008
1676-515X|HISTÓRIA|Revista do Centro de Estudos Portugueses (UFMG)|B3|2008
0103-3093|HISTÓRIA|Revista do CEPA|B5|2008
0104-9496|HISTÓRIA|Revista do Direito (UNISC. Impresso)|B5|2008
1413-4543|HISTÓRIA|Revista do Direito Imobiliário|B5|2008
0101-7284|HISTÓRIA|Revista do Exército Brasileiro|B5|2008
1980-0428|HISTÓRIA|Revista do Instituto de Ciências Humanas|B5|2008
0020-3874|HISTÓRIA|Revista do Instituto de Estudos Brasileiros|B1|2008
0020-3890|HISTÓRIA|Revista do Instituto de Geografia e Historia Militar do Brasil|B3|2008
0100-3585|HISTÓRIA|Revista do Instituto do Ceará|B3|2008
1516-344X|HISTÓRIA|Revista do Instituto Geográphico e Histórico da Bahia|B3|2008
1677-0897|HISTÓRIA|Revista do Instituto Histórico e Geográfico de Mato Grosso|B3|2008
0103-4669|HISTÓRIA|Revista do Instituto Historico e Geografico de Santa Catarina|B3|2008
1981-7347|HISTÓRIA|Revista do Instituto Histórico e Geográfico de Sergipe|B3|2008
1519-5678|HISTÓRIA|Revista do Instituto Histórico e Geográfico do Rio de Janeiro|B3|2008
1678-3484|HISTÓRIA|Revista do Instituto Histórico e Geográfico do Rio Grande do Sul|B3|2008
0101-4366|HISTÓRIA|Revista do Instituto Histórico e Geographico Brazileiro|A2|2008
1415-9201|HISTÓRIA|Revista do Mestrado de História (Universidade Severino Sombra)|B3|2008
0103-9709|HISTÓRIA|Revista do Museu de Arqueologia e Etnologia|B3|2008
0100-6355|HISTÓRIA|Revista do Museu Nacional (Cessou em 1945)|C|2008
2234-1234|HISTÓRIA|Revista do Núcleo de Estudos de América Latina e Caribe|B3|2008
0102-2571|HISTÓRIA|Revista do Patrimônio Histórico e Artístico Nacional|B3|2008
1980-1963|HISTÓRIA|Revista Dominicana de Teologia|B5|2008
1676-9430|HISTÓRIA|Revista Educação em Movimento|B5|2008
0102-7735|HISTÓRIA|Revista Educação em Questão (UFRN. Impresso)|B3|2008
1679-1061|HISTÓRIA|Revista Eletrônica da ANPHLAC|B2|2008
1519-5759|HISTÓRIA|Revista Eletrônica de História do Brasil|B2|2008
1981-5646|HISTÓRIA|Revista Eletrônica de Turismo Cultural (USP)|B5|2008
1678-3182|HISTÓRIA|Revista Eletrônica do Instituto de Humanidades|B5|2008
1981-2434|HISTÓRIA|Revista Eletrônica História em Reflexão (UFGD)|B5|2008
1808-9305|HISTÓRIA|Revista Eletrônica Polidisciplinar Vôos|C|2008
1678-1813|HISTÓRIA|Revista Enfoques (Rio de Janeiro)|B5|2008
1519-6186|HISTÓRIA|Revista Espaço Acadêmico (UEM)|B4|2008
1981-318X|HISTÓRIA|Revista Espaço da Sophia|B5|2008
1137-8875|HISTÓRIA|Revista Española de Desarrollo y Cooperación|B4|2008
0104-026X|HISTÓRIA|Revista Estudos Feministas (UFSC. Impresso)|A2|2008
0924-0608|HISTÓRIA|Revista Europea de Estudios Latinoamericanos y del Caribe|B2|2008
1676-7888|HISTÓRIA|Revista FACER|B5|2008
1809-9394|HISTÓRIA|Revista Faces da Academia (UNIDERP)|C|2008
0874-6885|HISTÓRIA|Revista Faces de Eva. Estudos sobre a Mulher|B1|2008
1808-6993|HISTÓRIA|Revista FAFIBE On Line (Online)|B5|2008
1808-8007|HISTÓRIA|Revista FAPERN|C|2008
1983-1439|HISTÓRIA|Revista Fazendo História|B5|2008
1413-4675|HISTÓRIA|Revista Filosofazer|B5|2008
1806-6356|HISTÓRIA|Revista FSA (Faculdade Santo Agostinho)|B5|2008
0717-1498|HISTÓRIA|Revista Fuerzas Armadas y Sociedad|B1|2008
1677-6577|HISTÓRIA|Revista Fundação Santo André|B5|2008
1134-9050|HISTÓRIA|Revista Galega de Cooperación Científica Iberoamericana|B4|2008
1809-2586|HISTÓRIA|Revista Garrafa (PPGL/UFRJ)|B5|2008
1808-558X|HISTÓRIA|Revista Global Tourism (Online)|B5|2008
1519-7824|HISTÓRIA|Revista Hispeci & Lema (Impresso)|B5|2008
1676-2584|HISTÓRIA|Revista HISTEDBR On-line|B3|2008
1808-091X|HISTÓRIA|Revista História & Luta de Classes|B3|2008
1676-5516|HISTÓRIA|Revista História (UNICRUZ)|B5|2008
1980-1637|HISTÓRIA|Revista História Catarina|C|2008
1806-3993|HISTÓRIA|Revista História Hoje|B4|2008
|HISTÓRIA|Revista História na Fronteira|B5|2008
1983-9685|HISTÓRIA|Revista Historiar|B4|2008
1678-1783|HISTÓRIA|Revista Humanidades. Série Letras (FEOB)|B5|2008
1681-5653|HISTÓRIA|Revista Iberoamericana de Educación (Online)|B3|2008
0379-0762|HISTÓRIA|Revista Internacional de Ciencias Sociales (Impresa)|B1|2008
0871-2344|HISTÓRIA|Revista Internacional de Estudos Africanos|B1|2008
1516-5973|HISTÓRIA|Revista Internacional de Estudos Políticos (Impresso)|B2|2008
1983-4810|HISTÓRIA|Revista Jesus Histórico|B5|2008
0103-3379|HISTÓRIA|Revista Juridica (Porto Alegre. 1953)|B5|2008
1414-4980|HISTÓRIA|Revista Katálysis (Impresso)|B2|2008
1415-4714|HISTÓRIA|Revista Latinoamericana de Psicopatologia Fundamental (Impresso)|B3|2008
1518-8043|HISTÓRIA|Revista Liberato (Novo Hamburgo)|B5|2008
1808-5016|HISTÓRIA|Revista Literatura e Cultura (Rio de Janeiro)|B4|2008
1983-7429|HISTÓRIA|Revista Litteris|B5|2008
1519-9657|HISTÓRIA|Revista Mackenzie: educacao, arte e historia da cultura|C|2008
1518-6148|HISTÓRIA|Revista Mal-Estar e Subjetividade (Impresso)|B3|2008
1414-0543|HISTÓRIA|Revista Mediações (UEL)|B4|2008
1981-4089|HISTÓRIA|Revista Mirante (UFG)|B5|2008
1808-589X|HISTÓRIA|Revista Mosaicum (Impresso)|B5|2008
1808-5024|HISTÓRIA|Revista Mulheres e Literatura|B4|2008
1808-6969|HISTÓRIA|Revista Multidisciplinar das Faculdades Integradas Pitágoras|B5|2008
1414-6304|HISTÓRIA|Revista Múltipla (UPIS)|C|2008
1981-6332|HISTÓRIA|Revista Museu|B5|2008
1806-6755|HISTÓRIA|Revista NERA (UNESP)|B5|2008
0102-5864|HISTÓRIA|Revista Novos Rumos|B5|2008
1981-156X|HISTÓRIA|Revista Nures|B3|2008
1807-5479|HISTÓRIA|Revista Ohun|B5|2008
1677-0609|HISTÓRIA|Revista Pantaneira|B5|2008
1809-0257|HISTÓRIA|Revista Pesquisa Qualitativa|B5|2008
1413-6457|HISTÓRIA|Revista Philologus|B5|2008
1808-6462|HISTÓRIA|Revista Pontes|B5|2008
1645-5584|HISTÓRIA|Revista Portuguesa de Ciência das Religiões|B3|2008
1645-0523|HISTÓRIA|Revista Portuguesa de Ciências do Desporto|B2|2008
0870-4147|HISTÓRIA|Revista Portuguesa de História|B1|2008
0874-0321|HISTÓRIA|Revista Portuguesa de Humanidades|B2|2008
1982-1425|HISTÓRIA|Revista Pragmateia Filosófica|B5|2008
1519-0919|HISTÓRIA|Revista Profissão Docente|B5|2008
|HISTÓRIA|Revista Região|C|2008
1679-3374|HISTÓRIA|Revista Saberes. Letras (Vitória)|B5|2008
1516-0629|HISTÓRIA|Revista sem Terra|B4|2008
1809-2721|HISTÓRIA|Revista Sociologia Jurídica|B3|2008
|HISTÓRIA|Revista Tema Livre|B5|2008
1676-9724|HISTÓRIA|Revista Temas Sociais em Expressão (URI)|B5|2008
1981-3724|HISTÓRIA|Revista Tempo de Conquista|B5|2008
1515-6443|HISTÓRIA|Revista Theomai (En línea)|B3|2008
1676-3432|HISTÓRIA|Revista Transfazer|C|2008
1519-5694|HISTÓRIA|Revista Uniandrade (Impresso)|B5|2008
1516-2729|HISTÓRIA|Revista Unicastelo|B5|2008
0104-9259|HISTÓRIA|Revista Universidade Rural. Serie Ciencias Humanas|B4|2008
1415-2789|HISTÓRIA|Revista UNIVILLE|B5|2008
1519-6178|HISTÓRIA|Revista Urutágua (Online)|B5|2008
0103-9989|HISTÓRIA|Revista USP|A2|2008
1808-6764|HISTÓRIA|Revista Verde Grande (Unimontes)|B5|2008
1677-0196|HISTÓRIA|Revista Vernáculo|B5|2008
1809-0443|HISTÓRIA|Revista Versões|B5|2008
1980-9921|HISTÓRIA|Revista Z Cultural (UFRJ)|B5|2008
1317-5904|HISTÓRIA|Revistas Otras Miradas|B4|2008
0774-5885|HISTÓRIA|Revue Belge de Numismatique et de Sigillographie|B1|2008
1622-468X|HISTÓRIA|Revue d'Histoire des Sciences Humaines|A2|2008
1679-592X|HISTÓRIA|RILA. Revista de Integração Latino-Americana|B5|2008
1679-3498|HISTÓRIA|Risco (São Carlos)|B5|2008
1129-4205|HISTÓRIA|Rivista di Studi Portoghesi e Brasiliani (Testo Stampato)|B1|2008
1983-3725|HISTÓRIA|RUA. Revista Universitária do Audiovisual|B5|2008
1980-5950|HISTÓRIA|Saber Acadêmico|B5|2008
1982-8373|HISTÓRIA|Saber Digital|B5|2008
0104-8929|HISTÓRIA|Saeculum (UFPB)|B2|2008
1543-1304|HISTÓRIA|Safundi|B1|2008
1518-3157|HISTÓRIA|Salto para o Futuro (Online)|B5|2008
1669-2381|HISTÓRIA|Salud Colectiva|B3|2008
1983-6023|HISTÓRIA|Sankofa (São Paulo)|B3|2008
0102-8839|HISTÓRIA|São Paulo em Perspectiva (Impresso)|B3|2008
1809-0915|HISTÓRIA|Sapiência (FAPEPI. Impresso)|B5|2008
1677-7816|HISTÓRIA|Saráo : Memória e Vida Cultural de Campinas e Região (UNICAMP)|B5|2008
1808-1592|HISTÓRIA|Saúde e Direitos Humanos|B3|2008
1807-6092|HISTÓRIA|Saúde e Educação para a Cidadania|B5|2008
0103-1104|HISTÓRIA|Saúde em Debate|B3|2008
1414-218X|HISTÓRIA|Saúde, Ética & Justiça|B5|2008
1415-6547|HISTÓRIA|Saúde, Sexo e Educação|B5|2008
0269-8897|HISTÓRIA|Science in Context|A2|2008
1168-1446|HISTÓRIA|Sciences de la Société (Toulouse)|B3|2008
1676-3815|HISTÓRIA|Scientia et SPES|C|2008
1678-3166|HISTÓRIA|Scientiae Studia (USP)|B2|2008
1676-9791|HISTÓRIA|Scientific American Brasil|B5|2008
1808-2203|HISTÓRIA|Scientific American História|B5|2008
1806-6526|HISTÓRIA|Scintilla (FFSB)|B5|2008
1851-8753|HISTÓRIA|Scripta Mediaevalia (Mendoza)|B3|2008
1138-9788|HISTÓRIA|Scripta Nova (Barcelona)|B1|2008
1808-5768|HISTÓRIA|Scripta Philologica|B4|2008
1533-2535|HISTÓRIA|Security and Defense Studies Review|B2|2008
0327-7887|HISTÓRIA|Sefárdica (Buenos Aires)|B3|2008
1677-1001|HISTÓRIA|Semina (UPF)|B5|2008
1981-996X|HISTÓRIA|Semioses (Rio de Janeiro)|B5|2008
1980-9271|HISTÓRIA|Série Diversidade e Cidadania (Faculdades ESPAM)|B5|2008
1414-5138|HISTÓRIA|Série-Estudos (UCDB)|C|2008
0101-6628|HISTÓRIA|Serviço Social & Sociedade|B5|2008
0882-8539|HISTÓRIA|Shofar (West Lafayette, Indiana)|B1|2008
1516-4330|HISTÓRIA|Significação: Revista de Cultura Audiovisual|B5|2008
0103-7250|HISTÓRIA|Signotica (UFG)|B5|2008
1516-6295|HISTÓRIA|Signum (São Paulo)|C|2008
1981-3988|HISTÓRIA|Sinais (UFES)|B5|2008
0103-4332|HISTÓRIA|Sintese (Belo Horizonte. 1974)|B4|2008
1646-4990|HISTÓRIA|Sísifo - Revista de Ciências da Educação|B4|2008
0144-039X|HISTÓRIA|Slavery & Abolition|B1|2008
0103-0620|HISTÓRIA|Sociais e Humanas|B5|2008
0037-7686|HISTÓRIA|Social Compass (Imprimé)|B2|2008
0307-1022|HISTÓRIA|Social History (London)|B2|2008
0951-631X|HISTÓRIA|Social History of Medicine|A1|2008
1747-1117|HISTÓRIA|Social Responsibility Journal|B3|2008
1668-2998|HISTÓRIA|Socialismo o Barbarie (Buenos Aires)|B4|2008
0103-1570|HISTÓRIA|Sociedade & Natureza (UFU. Impresso)|B4|2008
1415-8566|HISTÓRIA|Sociedade e Cultura (Impresso)|B4|2008
0102-6992|HISTÓRIA|Sociedade e Estado (UnB. Impresso)|B3|2008
1414-9869|HISTÓRIA|Sociedade em Debate (UCPel)|B5|2008
0391-6987|HISTÓRIA|Società e Storia (Testo Stampato)|B3|2008
0873-6529|HISTÓRIA|Sociologia (Lisboa)|B2|2008
1980-8747|HISTÓRIA|Sociologia (São Paulo. 2006)|B5|2008
1517-4522|HISTÓRIA|Sociologias (UFRGS. Impresso)|B3|2008
1519-7778|HISTÓRIA|SOLETRAS (UERJ)|B5|2008
1518-4765|HISTÓRIA|Somanlu (UFAM)|B4|2008
1519-4388|HISTÓRIA|Studium (UNICAMP)|B5|2008
0870-0028|HISTÓRIA|Stvdia (Lisboa)|A2|2008
0327-8859|HISTÓRIA|Stylos (Buenos Aires)|B3|2008
0378-9896|HISTÓRIA|Suplemento Antropológico|B3|2008
1678-3697|HISTÓRIA|TD. Teoria e Debate|B4|2008
1666-1680|HISTÓRIA|Técnica Administrativa|B5|2008
1518-5370|HISTÓRIA|Teias (Rio de Janeiro. Impresso)|B5|2008
1519-9452|HISTÓRIA|Tellus (UCDB)|B5|2008
1677-227X|HISTÓRIA|Tema (Campina Grande)|B4|2008
1519-7972|HISTÓRIA|Temas & Matizes (Impresso)|B5|2008
0864-134X|HISTÓRIA|Temas (Ciudad de La Habana)|B3|2008
1851-8451|HISTÓRIA|Temas del Cono Sur|B3|2008
0327-5094|HISTÓRIA|Temas Medievales|B2|2008
0040-2982|HISTÓRIA|Tempo (London. 1939)|B2|2008
0102-8782|HISTÓRIA|Tempo Brasileiro|B2|2008
1414-3089|HISTÓRIA|Tempo da Ciência (UNIOESTE)|B5|2008
0103-569X|HISTÓRIA|Tempo e Presença (Impresso)|B5|2008
0103-2070|HISTÓRIA|Tempo Social (USP. Impresso)|A2|2008
1413-7704|HISTÓRIA|Tempo. Revista do Departamento de História da UFF|A1|2008
1518-6229|HISTÓRIA|Temporis (ação,UEG)|B5|2008
1516-8727|HISTÓRIA|Tempos Gerais (São João del Rei)|C|2008
1517-4689|HISTÓRIA|Tempos Históricos (EDUNIOESTE)|B5|2008
1809-3124|HISTÓRIA|Tensões Mundiais (Impresso)|B5|2008
0103-314X|HISTÓRIA|Teocomunicação (PUCRS. Impresso)|B5|2008
1679-9925|HISTÓRIA|Teologia Hoje|B5|2008
1518-4471|HISTÓRIA|Teoria & Sociedade (UFMG)|B5|2008
0104-0960|HISTÓRIA|Teoria e Evidencia Economica (UPF)|B5|2008
1413-0378|HISTÓRIA|Terceira Margem|B5|2008
1517-9737|HISTÓRIA|Teresa (USP)|B2|2008
1124-125X|HISTÓRIA|Terra d'Africa|B2|2008
1519-4183|HISTÓRIA|Territórios e Fronteiras (UFMT. Impresso)|B2|2008
1981-755X|HISTÓRIA|Territórios Negros|B2|2008
0040-4969|HISTÓRIA|Textile History|A2|2008
1807-9288|HISTÓRIA|Texto Digital (UFSC)|B4|2008
1679-2041|HISTÓRIA|Textos & Contextos (Salvador)|B5|2008
0103-6017|HISTÓRIA|Textos de Economia|B5|2008
0104-1487|HISTÓRIA|Textos de Historia (UnB)|B4|2008
1676-7055|HISTÓRIA|Textos Didáticos (UNICAMP)|B4|2008
1413-9987|HISTÓRIA|Textos e Debates (UFRR)|B4|2008
1980-3281|HISTÓRIA|Textos Escolhidos de Cultura e Arte Populares (Impresso)|B5|2008
1518-4919|HISTÓRIA|Textura (Canoas)|B5|2008
0002-8703|HISTÓRIA|The American Heart Journal|B2|2008
0003-1615|HISTÓRIA|The Americas (Washington. 1944)|A2|2008
0256-6419|HISTÓRIA|The FIEP Bulletin|B4|2008
0018-2168|HISTÓRIA|The Hispanic American Historical Review|A1|2008
0021-8723|HISTÓRIA|The Journal of American History (Bloomington, Ind.)|A1|2008
1557-2021|HISTÓRIA|The Latin Americanist (Orlando, Fla.)|B1|2008
0872-234X|HISTÓRIA|Theologica (Braga)|B3|2008
0120-3649|HISTÓRIA|Theologica Xaveriana|B4|2008
0716-9671|HISTÓRIA|Tiempo Y Espacio|B4|2008
1138-1310|HISTÓRIA|Tiempos de América|B4|2008
1517-4549|HISTÓRIA|Tomo (UFS)|B4|2008
1518-3319|HISTÓRIA|Topoi (Rio de Janeiro)|A1|2008
0378-4274|HISTÓRIA|Toxicology Letters|B4|2008
0104-639X|HISTÓRIA|Tradterm|B4|2008
1676-3033|HISTÓRIA|Trajetos (UFC)|B3|2008
0101-3173|HISTÓRIA|Trans/Form/Ação (UNESP. Marília. Impresso)|B1|2008
1809-0885|HISTÓRIA|Transdições (Rio de Janeiro)|B5|2008
1517-0152|HISTÓRIA|Transit Circle (Porto Alegre)|B5|2008
0103-5576|HISTÓRIA|Travessia (Sao Paulo)|B5|2008
1982-5935|HISTÓRIA|Travessias (UNIOESTE. Online)|B4|2008
1981-8432|HISTÓRIA|TriceVersa (UNESP. Assis)|B5|2008
1988-5261|HISTÓRIA|TURyDES (Málaga)|B4|2008
1809-8150|HISTÓRIA|Txt (Belo Horizonte)|B5|2008
1139-4250|HISTÓRIA|Ubi Sunt?|B5|2008
1669-9904|HISTÓRIA|Umbrales de América del Sur|B3|2008
1519-2571|HISTÓRIA|UNIMONTES Científica|B5|2008
